Subject,Filename,Onset,Apex,Offset,AU,Expression type,Objective class
spNO.215,c,1768,1782,1796,14,Macro-expression,VII
spNO.147,k,13,31,155,14,Macro-expression,VII
spNO.17,l,7,64,365,B28+14+2+1,Macro-expression,VII
spNO.204,a,14,38,71,12,Macro-expression,I
spNO.171,l,3553,3559,3569,4,Micro-expression,III
spNO.6,h,648,658,706,7,Macro-expression,VII
spNO.172,d,358,511,691,12,Macro-expression,I
spNO.171,h,1823,1840,1865,4,Macro-expression,III
spNO.172,h,1520,1532,1543,14,Macro-expression,VII
spNO.181,d,1023,1030,1097,2+1,Micro-expression,II
spNO.161,f,2027,2040,2064,7,Macro-expression,VII
spNO.204,l,87,103,142,14,Macro-expression,VII
spNO.160,m,1467,1485,1508,14,Macro-expression,VII
spNO.215,h,631,646,684,1,Macro-expression,V
spNO.187,d,3320,3358,3497,12,Macro-expression,I
spNO.160,m,1286,1294,1302,4,Micro-expression,III
spNO.217,h,1743,1766,1796,L14+1+2,Macro-expression,VII
spNO.40,j,724,748,821,2+1+17,Macro-expression,VII
spNO.209,h,2818,2823,2838,14,Micro-expression,VII
spNO.157,j,1701,1709,1751,4,Micro-expression,III
spNO.13,j,205,223,296,28+14,Macro-expression,VII
spNO.201,i,1616,1625,1636,2+1,Macro-expression,II
spNO.157,g,2153,2199,2262,14,Macro-expression,VII
spNO.4,m,366,426,500,4,Macro-expression,III
spNO.148,g,1979,1989,2008,1,Macro-expression,V
spNO.40,e,2692,2721,2784,L14,Macro-expression,VII
spNO.189,e,989,1000,1072,14,Macro-expression,VII
spNO.152,d,2246,2276,2374,24+14,Macro-expression,VII
spNO.172,c,2042,2051,2072,14,Macro-expression,VII
spNO.201,a,997,1011,1023,24,Macro-expression,VII
spNO.163,e,3014,3074,3086,R14,Macro-expression,VII
spNO.148,f,597,601,607,4,Micro-expression,III
spNO.216,d,2647,2668,2694,38,Micro-expression,VII
spNO.179,j,1042,1051,1061,18,Macro-expression,VII
spNO.1,d,304,341,379,38,Macro-expression,VII
spNO.144,g,504,519,586,14,Macro-expression,VII
spNO.161,c,492,539,3028,14+4,Macro-expression,VII
spNO.41,i,2185,2309,2853,4,Macro-expression,III
spNO.162,h,1044,1067,1093,14,Macro-expression,VII
spNO.174,l,1646,1679,1837,24+14,Macro-expression,VII
spNO.160,h,2408,2447,2483,14,Macro-expression,VII
spNO.204,b,753,769,785,4,Macro-expression,III
spNO.207,j,24,30,48,4,Micro-expression,III
spNO.210,e,2645,2672,2723,28,Macro-expression,VII
spNO.187,c,536,628,740,6,Macro-expression,I
spNO.210,e,136,144,189,14+24,Micro-expression,VII
spNO.151,j,454,560,713,14,Macro-expression,VII
spNO.146,d,2631,3437,4559,6+10+4,Macro-expression,VII
spNO.160,e,29,46,99,14,Macro-expression,VII
spNO.160,e,888,894,900,4,Micro-expression,III
spNO.163,d,4318,4350,4387,38,Macro-expression,VII
spNO.11,a,8,15,22,26,Micro-expression,VII
spNO.42,k,1058,1077,1108,12+14,Macro-expression,VII
spNO.144,d,3048,3055,3063,L2+L1,Micro-expression,II
spNO.194,l,699,721,775,2+1,Macro-expression,II
spNO.174,k,12,14,35,14,Micro-expression,VII
spNO.146,c,525,739,1143,4,Macro-expression,III
spNO.184,h,1742,1748,1755,4,Micro-expression,III
spNO.160,h,1258,1281,1364,14+18,Macro-expression,VII
spNO.142,m,1114,1137,1180,14,Macro-expression,VII
spNO.182,l,1619,1655,1788,14+4,Macro-expression,VII
spNO.158,h,23,40,95,2+1,Macro-expression,II
spNO.195,m,483,498,523,24,Macro-expression,VII
spNO.187,d,2610,2626,2794,14+12,Macro-expression,VII
spNO.4,a,351,365,394,4,Macro-expression,III
spNO.215,e,988,1011,1096,23,Macro-expression,III
spNO.14,h,1648,1681,1698,38+L14,Macro-expression,VII
spNO.144,e,1366,1447,1611,14+7+6+4,Macro-expression,VII
spNO.138,c,21,39,60,4+7,Macro-expression,III
spNO.13,i,53,70,491,14,Macro-expression,VII
spNO.217,c,91,105,144,R2,Macro-expression,VII
spNO.4,f,61,91,116,24,Macro-expression,VII
spNO.189,h,850,879,916,4,Macro-expression,III
spNO.160,e,504,523,557,4+20,Macro-expression,VII
spNO.165,j,192,287,416,28+14+4,Macro-expression,VII
spNO.190,k,1975,2027,2174,24+12,Macro-expression,VII
spNO.144,i,264,276,303,4,Macro-expression,III
spNO.171,l,3147,3157,3192,1,Macro-expression,V
spNO.195,k,1911,1922,1933,24,Macro-expression,VII
spNO.7,c,2598,2667,2795,4,Macro-expression,III
spNO.208,m,803,812,825,4,Macro-expression,III
spNO.203,m,2843,2879,2886,14,Macro-expression,VII
spNO.40,i,4140,4171,4248,14,Macro-expression,VII
spNO.163,d,4796,4818,4822,R14,Macro-expression,VII
spNO.201,l,220,237,261,4,Macro-expression,III
spNO.210,l,4164,4177,4200,14,Macro-expression,VII
spNO.149,h,1618,1645,1761,14,Macro-expression,VII
spNO.215,a,250,315,372,1+4,Macro-expression,V
spNO.146,k,1910,1987,2060,12+15,Macro-expression,VII
spNO.160,m,563,602,646,14+4,Macro-expression,VII
spNO.139,f,43,80,123,25,Macro-expression,II
spNO.194,g,880,897,915,4,Macro-expression,III
spNO.194,e,2190,2201,2228,2+1,Macro-expression,II
spNO.165,f,2154,2160,2313,4,Micro-expression,III
spNO.186,j,9,30,221,14,Macro-expression,VII
spNO.163,d,4240,4278,4318,38,Macro-expression,VII
spNO.148,d,2657,2662,2665,4,Micro-expression,III
spNO.189,j,887,984,1043,14+10+9+4,Macro-expression,VII
spNO.153,m,2137,2154,2180,4,Macro-expression,III
spNO.2,c,790,819,894,14,Macro-expression,VII
spNO.8,b,304,337,364,5,Macro-expression,II
spNO.204,a,128,144,183,14,Macro-expression,VII
spNO.175,j,1277,1380,1568,14+12+24+28,Macro-expression,VII
spNO.40,g,729,757,1052,14+4,Macro-expression,VII
spNO.216,e,1109,1136,1182,38,Macro-expression,VII
spNO.162,a,408,428,449,14,Macro-expression,VII
spNO.172,k,1898,1903,1908,R10,Micro-expression,IV
spNO.144,d,3901,3921,3960,5,Macro-expression,II
spNO.198,j,167,195,282,4,Macro-expression,III
spNO.11,m,734,747,841,14+24,Macro-expression,VII
spNO.155,l,5,132,332,4,Macro-expression,III
spNO.40,i,1213,1251,1305,L14,Macro-expression,VII
spNO.208,k,701,748,957,12,Macro-expression,I
spNO.13,m,130,173,322,14+T28,Macro-expression,VII
spNO.189,e,1194,1202,1239,14+9+4,Micro-expression,VII
spNO.144,l,1678,1730,1873,14,Macro-expression,VII
spNO.149,l,4004,4013,4058,R14,Macro-expression,VII
spNO.148,j,1806,1821,1893,12,Macro-expression,I
spNO.171,d,542,548,552,4,Micro-expression,III
spNO.181,c,595,624,1200,4,Macro-expression,III
spNO.10,l,1,3,8,25,Micro-expression,II
spNO.207,e,1491,1505,1527,4,Macro-expression,III
spNO.156,b,98,103,110,38,Micro-expression,VII
spNO.6,i,2109,2131,2178,14,Macro-expression,VII
spNO.201,k,7,25,72,14,Macro-expression,VII
spNO.153,i,1346,1377,2591,4,Macro-expression,III
spNO.171,g,188,201,265,14,Macro-expression,VII
spNO.210,a,325,341,427,4+R10,Macro-expression,VII
spNO.4,f,7,29,61,14+23,Macro-expression,VII
spNO.189,i,620,645,894,4+2+1,Macro-expression,VI
spNO.41,a,465,479,534,10+4,Macro-expression,VII
spNO.189,d,3557,3570,3620,14,Macro-expression,VII
spNO.2,e,138,143,148,1,Micro-expression,V
spNO.13,j,118,144,188,24+14+4,Macro-expression,VII
spNO.11,d,2187,2219,2303,4,Macro-expression,III
spNO.181,m,2218,2234,2254,4,Macro-expression,III
spNO.189,h,3002,3052,3145,1+14,Macro-expression,VII
spNO.8,f,1064,1068,1155,14,Micro-expression,VII
spNO.208,a,24,40,62,4,Macro-expression,III
spNO.165,c,2191,2203,2282,4+10,Macro-expression,VII
spNO.12,j,344,356,380,7,Macro-expression,VII
spNO.13,f,131,142,169,16+24,Macro-expression,VII
spNO.212,e,1876,1884,1909,R2+R1,Micro-expression,II
spNO.161,d,2662,2838,3640,28+14+T24,Macro-expression,VII
spNO.6,a,36,61,117,6,Macro-expression,I
spNO.159,j,1176,1220,1498,12,Macro-expression,I
spNO.210,c,2482,2507,2544,14+12,Macro-expression,VII
spNO.179,g,369,380,418,18,Macro-expression,VII
spNO.4,k,1699,1764,1848,12+4,Macro-expression,VII
spNO.144,h,1969,1991,2019,17,Macro-expression,VII
spNO.3,d,458,481,538,24,Macro-expression,VII
spNO.13,b,92,113,170,14,Macro-expression,VII
spNO.216,a,156,170,194,38,Macro-expression,VII
spNO.144,c,48,139,175,5,Macro-expression,II
spNO.183,i,3614,4069,4339,4,Macro-expression,III
spNO.41,d,2850,3095,4261,4,Macro-expression,III
spNO.181,h,115,156,241,28+14+2+1,Macro-expression,VII
spNO.13,h,1079,1121,1329,14+24,Macro-expression,VII
spNO.182,i,3017,3069,3116,4+14,Macro-expression,VII
spNO.158,a,722,748,765,14,Macro-expression,VII
spNO.177,l,1137,1162,1200,38,Macro-expression,VII
spNO.193,h,16,19,21,4,Micro-expression,III
spNO.144,g,1659,1665,1680,14,Micro-expression,VII
spNO.4,f,1697,1731,1811,4,Macro-expression,III
spNO.182,c,16,39,49,1,Macro-expression,V
spNO.148,d,2261,2266,2272,4,Micro-expression,III
spNO.177,c,1189,1201,1213,5,Macro-expression,II
spNO.162,i,1663,1666,1673,4,Micro-expression,III
spNO.169,e,2337,2346,2368,R14,Macro-expression,VII
spNO.193,e,8,37,64,14,Macro-expression,VII
spNO.209,m,2113,2122,2146,14,Macro-expression,VII
spNO.195,g,2612,2623,2647,12,Macro-expression,I
spNO.160,d,1199,1203,1208,2+1,Micro-expression,II
spNO.2,m,1814,1832,1867,14,Macro-expression,VII
spNO.152,j,1666,1675,1698,24+14,Macro-expression,VII
spNO.204,j,1458,1477,1503,24+14,Macro-expression,VII
spNO.142,f,817,833,878,24+14,Macro-expression,VII
spNO.196,b,858,875,893,38,Macro-expression,VII
spNO.214,b,74,1013,1258,4,Macro-expression,III
spNO.200,a,180,194,221,6,Macro-expression,I
spNO.169,l,2520,2540,2561,4,Macro-expression,III
spNO.200,e,3058,3081,3085,14,Macro-expression,VII
spNO.148,k,219,743,793,12+15+2+1,Macro-expression,VII
spNO.154,d,1852,1940,2050,7+4,Macro-expression,III
spNO.207,h,2692,2727,3495,4,Macro-expression,III
spNO.13,e,284,350,433,12,Macro-expression,I
spNO.147,c,849,864,877,17,Macro-expression,VII
spNO.170,l,3376,3391,3441,14,Macro-expression,VII
spNO.11,m,1602,1609,1621,R14,Micro-expression,VII
spNO.189,g,1260,1284,1432,9+2+1,Macro-expression,VII
spNO.193,g,7,7,79,14,Micro-expression,VII
spNO.11,a,234,242,250,14,Micro-expression,VII
spNO.146,k,1148,1165,1179,15,Macro-expression,V
spNO.165,b,66,128,625,4+2+1+28+14,Macro-expression,VII
spNO.206,e,10,19,38,1+2,Macro-expression,II
spNO.10,a,116,121,125,16+24,Micro-expression,VII
spNO.203,g,187,202,239,14,Macro-expression,VII
spNO.39,k,1052,1132,1199,12+5,Macro-expression,VII
spNO.185,b,589,637,766,12,Macro-expression,I
spNO.206,h,75,79,90,R2+R1,Micro-expression,II
spNO.176,g,157,209,299,14+28,Macro-expression,VII
spNO.194,f,667,782,947,17+14,Macro-expression,VII
spNO.152,i,1012,1051,1073,24+14,Macro-expression,VII
spNO.147,d,1163,1181,1211,14,Macro-expression,VII
spNO.1,e,352,1561,2296,4,Macro-expression,III
spNO.181,c,2063,2149,2281,4+7,Macro-expression,III
spNO.11,h,161,170,181,14,Macro-expression,VII
spNO.179,e,623,642,770,14+4,Macro-expression,VII
spNO.2,g,1441,1465,1501,14,Macro-expression,VII
spNO.40,i,2949,2963,2992,14,Macro-expression,VII
spNO.174,f,160,172,201,14,Macro-expression,VII
spNO.17,m,294,344,430,2+1,Macro-expression,II
spNO.216,h,2120,2133,2170,38,Macro-expression,VII
spNO.11,d,381,479,524,4+24+14+17+L2,Macro-expression,VII
spNO.210,k,2119,2138,2164,14,Macro-expression,VII
spNO.152,g,2658,2699,2727,14,Macro-expression,VII
spNO.171,m,1058,1085,1120,4,Macro-expression,III
spNO.176,l,7,14,45,14,Micro-expression,VII
spNO.2,i,1578,1592,1629,14,Macro-expression,VII
spNO.184,b,866,877,887,4,Macro-expression,III
spNO.155,c,52,260,769,15+5+14+17+7,Macro-expression,VII
spNO.170,g,1043,1061,1104,14,Macro-expression,VII
spNO.182,k,1721,1780,2122,12+14,Macro-expression,VII
spNO.210,g,643,654,673,14,Macro-expression,VII
spNO.186,c,337,343,352,22,Micro-expression,VII
spNO.180,j,1670,1676,1686,2+1,Micro-expression,II
spNO.182,d,22,124,244,14+28,Macro-expression,VII
spNO.147,b,11,32,79,14,Macro-expression,VII
spNO.143,e,7,23,51,14,Macro-expression,VII
spNO.216,h,1187,1209,1233,38,Macro-expression,VII
spNO.149,b,1127,1199,1235,12,Macro-expression,I
spNO.195,j,1109,1116,1141,24,Micro-expression,VII
spNO.185,l,2163,2218,2242,4,Macro-expression,III
spNO.186,j,1559,1745,2000,12,Macro-expression,I
spNO.42,b,1236,1245,1265,4,Macro-expression,III
spNO.186,b,309,321,423,12+4,Macro-expression,VII
spNO.182,l,2120,2150,2196,14,Macro-expression,VII
spNO.3,l,1145,1152,1180,38,Micro-expression,VII
spNO.14,i,66,78,185,14,Macro-expression,VII
spNO.203,a,970,982,1022,15,Macro-expression,V
spNO.162,c,303,374,420,14,Macro-expression,VII
spNO.160,e,341,345,349,4,Micro-expression,III
spNO.15,j,1564,1571,1573,12,Micro-expression,I
spNO.215,g,1164,1186,1216,14+23,Macro-expression,VII
spNO.140,d,1589,1690,1859,12,Macro-expression,I
spNO.181,j,326,368,453,28+14+4,Macro-expression,VII
spNO.172,m,2807,2881,2891,L14,Macro-expression,VII
spNO.165,l,2854,2880,2961,L14+4,Macro-expression,VII
spNO.162,e,8,58,162,14,Macro-expression,VII
spNO.2,g,1054,1084,1127,14,Macro-expression,VII
spNO.204,k,1958,2012,2048,14,Macro-expression,VII
spNO.4,a,434,481,529,4,Macro-expression,III
spNO.203,i,239,285,1528,24+14,Macro-expression,VII
spNO.171,h,2941,2948,2963,4,Micro-expression,III
spNO.149,m,1318,1325,1337,25+18,Micro-expression,VII
spNO.169,l,370,384,413,R2,Macro-expression,VII
spNO.163,g,2404,2456,2499,38,Macro-expression,VII
spNO.77,i,3740,3754,3851,4,Macro-expression,III
spNO.154,i,1511,1524,1585,7+4,Macro-expression,III
spNO.197,a,661,671,749,2+1,Macro-expression,II
spNO.148,g,941,954,1046,14,Macro-expression,VII
spNO.169,f,1017,1047,1067,R2,Macro-expression,VII
spNO.165,f,2090,2095,2102,17,Micro-expression,VII
spNO.208,k,1981,1999,2025,12,Macro-expression,I
spNO.177,l,2594,2628,2669,38,Macro-expression,VII
spNO.40,e,128,145,190,38,Macro-expression,VII
spNO.2,g,1691,1756,1851,14,Macro-expression,VII
spNO.204,b,117,163,270,4+28+14,Macro-expression,VII
spNO.160,f,1142,1213,1236,4+2+1,Macro-expression,VI
spNO.77,h,81,97,188,4,Macro-expression,III
spNO.13,g,215,224,410,14,Macro-expression,VII
spNO.148,e,1757,1766,1779,4,Macro-expression,III
spNO.210,e,1,14,38,14+L14,Macro-expression,VII
spNO.15,j,1009,1027,1070,24,Macro-expression,VII
spNO.202,j,18,48,67,14,Macro-expression,VII
spNO.10,j,501,545,813,25+12+4+6+15,Macro-expression,VII
spNO.160,i,3174,3179,3187,2+1,Micro-expression,II
spNO.40,f,1340,1350,1363,4,Macro-expression,III
spNO.188,j,11,20,62,2+1,Macro-expression,II
spNO.12,m,418,428,445,7,Macro-expression,VII
spNO.200,m,101,109,150,2+1+14,Micro-expression,VII
spNO.179,j,143,188,345,24+12,Macro-expression,VII
spNO.11,i,2740,2748,2758,4+18+9+25,Micro-expression,VII
spNO.177,a,473,725,754,14+12,Macro-expression,VII
spNO.142,d,843,854,865,38,Macro-expression,VII
spNO.210,l,4116,4131,4160,14,Macro-expression,VII
spNO.212,b,957,981,1090,L14,Macro-expression,VII
spNO.144,f,1596,1606,1630,14,Macro-expression,VII
spNO.185,j,753,840,1096,14+12,Macro-expression,VII
spNO.2,i,1913,1929,1984,28+14,Macro-expression,VII
spNO.210,m,111,126,166,14,Macro-expression,VII
spNO.40,j,1016,1023,1133,R14,Micro-expression,VII
spNO.215,b,508,526,554,14,Macro-expression,VII
spNO.210,e,45,72,97,20,Macro-expression,VI
spNO.152,j,614,970,2002,24+14+12,Macro-expression,VII
spNO.77,a,307,319,341,4,Macro-expression,III
spNO.181,d,22,30,36,R2,Micro-expression,VII
spNO.155,a,394,421,551,14+12,Macro-expression,VII
spNO.157,d,3961,4016,4084,14+4+28,Macro-expression,VII
spNO.3,e,1924,2018,2073,38+24,Macro-expression,VII
spNO.215,g,24,58,104,14+1,Macro-expression,VII
spNO.8,h,1765,1774,1807,14,Macro-expression,VII
spNO.147,k,1849,1862,2346,5+2+1,Macro-expression,VII
spNO.150,j,714,722,735,R2+R1,Micro-expression,II
spNO.195,b,515,533,555,14,Macro-expression,VII
spNO.6,j,1122,1127,1184,R1+R2,Micro-expression,II
spNO.3,l,2464,2512,2560,14+38+2+1,Macro-expression,VII
spNO.151,i,4064,4091,4122,24+14,Macro-expression,VII
spNO.162,h,1297,1306,1330,14,Macro-expression,VII
spNO.169,j,1026,1069,1144,12+17+24+15+R2+1+L2,Macro-expression,VII
spNO.187,l,3048,3196,3231,17,Macro-expression,VII
spNO.211,k,319,333,385,12,Macro-expression,I
spNO.144,c,451,519,600,4+2+1,Macro-expression,VI
spNO.200,d,4649,4669,4711,7,Macro-expression,VII
spNO.157,d,3229,3357,3419,4,Macro-expression,III
spNO.184,f,439,460,488,L6,Macro-expression,I
spNO.4,h,639,996,1380,4+14+24+R10+28+17+10+T22+24+17,Macro-expression,VII
spNO.207,k,27,42,70,R14,Macro-expression,VII
spNO.3,l,1963,1994,2026,38,Macro-expression,VII
spNO.185,j,406,415,433,4,Macro-expression,III
spNO.217,d,209,236,253,14,Macro-expression,VII
spNO.211,j,1064,1076,1101,14,Macro-expression,VII
spNO.8,f,955,973,1032,14,Macro-expression,VII
spNO.150,j,1960,1986,2003,14,Macro-expression,VII
spNO.145,d,4512,4523,4535,14,Macro-expression,VII
spNO.165,c,3313,3326,3346,2+1+14+15,Macro-expression,VII
spNO.160,i,4043,4083,4144,B28+14,Macro-expression,VII
spNO.152,h,1947,1980,2146,14,Macro-expression,VII
spNO.210,j,6,28,72,4+14,Macro-expression,VII
spNO.185,a,232,249,291,4,Macro-expression,III
spNO.177,e,889,899,927,4,Macro-expression,III
spNO.11,h,1078,1091,1098,14,Macro-expression,VII
spNO.216,b,67,73,103,R14,Micro-expression,VII
spNO.215,c,2565,2579,2634,14,Macro-expression,VII
spNO.207,a,303,308,346,4,Micro-expression,III
spNO.189,g,957,968,980,T18+14,Macro-expression,VII
spNO.178,j,955,972,991,12,Macro-expression,I
spNO.181,h,2352,2389,2630,4,Macro-expression,III
spNO.147,f,616,645,766,2+1+L14+5,Macro-expression,VII
spNO.146,m,1499,1557,1818,10+4,Macro-expression,VII
spNO.166,g,8,161,225,2+1,Macro-expression,II
spNO.177,l,1200,1231,1285,38,Macro-expression,VII
spNO.213,l,1215,1295,1350,4,Macro-expression,III
spNO.150,c,1985,1987,1995,1,Micro-expression,V
spNO.160,d,3383,3426,3475,14,Macro-expression,VII
spNO.153,e,1110,1161,1189,4,Macro-expression,III
spNO.204,a,831,844,858,14,Macro-expression,VII
spNO.211,l,2715,2726,2786,14,Macro-expression,VII
spNO.160,k,71,89,191,28+14,Macro-expression,VII
spNO.176,g,1469,1536,1736,14+28,Macro-expression,VII
spNO.39,k,692,720,823,12,Macro-expression,I
spNO.210,c,2773,2785,2812,24+14,Macro-expression,VII
spNO.152,f,143,167,296,14,Macro-expression,VII
spNO.148,f,1316,1327,1355,12,Macro-expression,I
spNO.3,g,781,805,850,14,Macro-expression,VII
spNO.157,f,452,485,774,4,Macro-expression,III
spNO.195,a,646,748,802,14+12,Macro-expression,VII
spNO.207,m,2563,2576,2590,14,Macro-expression,VII
spNO.165,j,78,86,116,4,Micro-expression,III
spNO.217,d,521,532,554,R2,Macro-expression,VII
spNO.169,m,174,198,236,4+L7+R2,Macro-expression,VII
spNO.217,i,118,139,174,2,Macro-expression,VII
spNO.182,l,2913,3079,3852,14,Macro-expression,VII
spNO.171,k,1299,1322,1381,14,Macro-expression,VII
spNO.208,c,1971,1979,1994,4,Micro-expression,III
spNO.3,h,552,556,582,L1+L2,Micro-expression,II
spNO.42,j,1200,1212,1248,14+24,Macro-expression,VII
spNO.179,h,387,412,438,4,Macro-expression,III
spNO.146,k,238,1082,1148,12,Macro-expression,I
spNO.146,l,1112,1189,1304,14+24+14+18+18,Macro-expression,VII
spNO.210,b,1182,1191,1209,12,Macro-expression,I
spNO.40,c,743,759,780,23,Macro-expression,III
spNO.7,b,422,470,526,12,Macro-expression,I
spNO.167,e,833,842,866,2+1,Macro-expression,II
spNO.143,m,2439,2454,2508,14,Macro-expression,VII
spNO.142,m,1549,1565,1586,14,Macro-expression,VII
spNO.210,d,2754,2770,2808,14,Macro-expression,VII
spNO.168,e,532,547,642,4,Macro-expression,III
spNO.182,i,1005,1016,1040,28,Macro-expression,VII
spNO.153,i,441,470,654,4,Macro-expression,III
spNO.160,e,322,332,341,2+1,Macro-expression,II
spNO.148,f,1464,1468,1474,4,Micro-expression,III
spNO.186,k,4,68,245,14+14,Macro-expression,VII
spNO.142,l,1014,1039,1078,24+14,Macro-expression,VII
spNO.152,l,652,701,914,24+14,Macro-expression,VII
spNO.152,j,727,758,778,24+14,Macro-expression,VII
spNO.179,i,608,627,719,2+1,Macro-expression,II
spNO.39,e,302,310,336,5,Micro-expression,II
spNO.42,b,238,248,264,4,Macro-expression,III
spNO.174,e,2676,2695,2731,14,Macro-expression,VII
spNO.217,c,2200,2224,2269,7,Macro-expression,VII
spNO.146,a,644,745,844,14+12,Macro-expression,VII
spNO.162,b,1056,1060,1067,4,Micro-expression,III
spNO.10,c,2541,2550,2570,7,Macro-expression,VII
spNO.184,c,2792,2799,2813,14,Micro-expression,VII
spNO.168,j,55,70,103,7,Macro-expression,VII
spNO.197,l,2029,2038,2061,L2,Macro-expression,VII
spNO.77,f,1370,1379,1434,R2+1,Macro-expression,II
spNO.189,i,24,35,48,18,Macro-expression,VII
spNO.1,k,64,76,85,16,Macro-expression,VII
spNO.188,i,3443,3663,3910,4+5+R2+R1,Macro-expression,VII
spNO.150,c,916,922,948,26+25,Micro-expression,II
spNO.200,k,98,168,240,28+14+23,Macro-expression,VII
spNO.152,f,461,475,552,24+12+14,Macro-expression,VII
spNO.165,k,7,72,179,28+14,Macro-expression,VII
spNO.157,l,2536,2542,2551,2+1,Micro-expression,II
spNO.217,d,747,759,777,24,Macro-expression,VII
spNO.180,j,1720,1730,1760,R2+R1,Macro-expression,II
spNO.160,e,2074,2083,2092,4,Macro-expression,III
spNO.210,d,57,67,93,23+14,Macro-expression,VII
spNO.152,c,2441,2490,2651,24+14,Macro-expression,VII
spNO.197,d,1191,1200,1209,5,Macro-expression,II
spNO.158,d,3918,3928,3944,2+1,Macro-expression,II
spNO.160,f,2253,2280,2316,14,Macro-expression,VII
spNO.190,j,1939,1945,1972,38,Micro-expression,VII
spNO.217,c,2302,2310,2318,17,Micro-expression,VII
spNO.145,a,14,40,58,14,Macro-expression,VII
spNO.198,h,161,1346,1838,4,Macro-expression,III
spNO.146,i,423,438,460,14,Macro-expression,VII
spNO.169,b,7,63,96,R2+L7+4,Macro-expression,VII
spNO.209,j,1490,1554,1555,12,Macro-expression,I
spNO.174,c,2384,2430,2469,14,Macro-expression,VII
spNO.189,k,1052,1065,1077,15+10,Macro-expression,VII
spNO.180,f,7,26,90,14,Macro-expression,VII
spNO.142,g,1408,1414,1441,24+14,Micro-expression,VII
spNO.150,h,3067,3089,3106,14,Macro-expression,VII
spNO.197,h,2379,2402,2439,24+2+1,Macro-expression,VII
spNO.165,l,3537,3562,3600,24+14,Macro-expression,VII
spNO.2,a,796,826,852,14,Macro-expression,VII
spNO.202,m,204,212,303,14,Micro-expression,VII
spNO.208,i,2663,2680,2703,4,Macro-expression,III
spNO.215,c,293,302,321,2+1,Macro-expression,II
spNO.187,d,1355,1369,1402,4,Macro-expression,III
